trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
12250153:14582243:14595000,11:53:00,11:53:00,103735,21,7696,,0,0,0
12250153:14582243:14595000,11:53:00,11:53:00,103738,22,8147,,0,0,0
12250153:14582243:14595000,11:54:00,11:54:00,103740,23,8397,,0,0,0
12250153:14582243:14595000,11:56:00,11:56:00,103741,24,8907,,1,0,1
12248723:14582246:14592869,18:57:00,18:57:00,100025,1,0,,0,0,1
12248723:14582246:14592869,18:59:00,18:59:00,100032,2,403,,0,0,0
12248723:14582246:14592869,19:02:00,19:02:00,100076,3,791,,0,0,0
12248723:14582246:14592869,19:03:00,19:03:00,100394,4,1052,,0,0,0
12248723:14582246:14592869,19:04:00,19:04:00,100146,5,1310,,0,0,0
12248723:14582246:14592869,19:05:00,19:05:00,100178,6,1604,,0,0,0
12248723:14582246:14592869,19:06:00,19:06:00,100198,7,1899,,0,0,1
12248723:14582246:14592869,19:07:00,19:07:00,102012,8,2114,,0,0,1
12248723:14582246:14592869,19:08:00,19:08:00,100237,9,2422,,0,0,0
12248723:14582246:14592869,19:10:00,19:10:00,100266,10,2753,,0,0,0
12248723:14582246:14592869,19:10:00,19:10:00,100280,11,2931,,0,0,0
12248723:14582246:14592869,19:11:00,19:11:00,100301,12,3135,,0,0,0
12248723:14582246:14592869,19:11:00,19:11:00,100322,13,3319,,0,0,0
12248723:14582246:14592869,19:12:00,19:12:00,100337,14,3519,,0,0,0
12248723:14582246:14592869,19:13:00,19:13:00,100385,15,3784,,0,0,0
12248723:14582246:14592869,19:14:00,19:14:00,100442,16,4110,,0,0,0
12248723:14582246:14592869,19:15:00,19:15:00,100514,17,4463,,0,0,0
12248723:14582246:14592869,19:15:00,19:15:00,100566,18,4692,,0,0,0
12248723:14582246:14592869,19:16:00,19:16:00,100618,19,4928,,0,0,1
12248723:14582246:14592869,19:17:00,19:17:00,100653,20,5355,,0,0,0
12248723:14582246:14592869,19:18:00,19:18:00,100763,21,6009,,0,0,0
12248723:14582246:14592869,19:18:00,19:18:00,100827,22,6271,,0,0,0
12248723:14582246:14592869,19:19:00,19:19:00,100864,23,6532,,0,0,0
12248723:14582246:14592869,19:19:00,19:19:00,100913,24,6805,,0,0,0
12248723:14582246:14592869,19:19:00,19:19:00,100937,25,7033,,0,0,0
12248723:14582246:14592869,19:20:00,19:20:00,100951,26,7338,,0,0,0
12248723:14582246:14592869,19:20:00,19:20:00,100071,27,7586,,0,0,0
12248723:14582246:14592869,19:22:00,19:22:00,101036,28,8163,,0,0,0
12248723:14582246:14592869,19:24:00,19:24:00,102420,29,8694,,1,0,1
11919881:14582249:14828734,14:33:00,14:33:00,100029,1,0,,0,0,1
11919881:14582249:14828734,14:35:00,14:35:00,100012,2,407,,0,0,0
11919881:14582249:14828734,14:37:00,14:37:00,100010,3,822,,0,0,0
11919881:14582249:14828734,14:39:00,14:39:00,100032,4,1018,,0,0,0
11919881:14582249:14828734,14:41:00,14:41:00,100076,5,1406,,0,0,0
11919881:14582249:14828734,14:42:00,14:42:00,100394,6,1667,,0,0,0
