trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
11597094:13646847:13657035,16:08:00,16:08:00,100025,1,0,,0,0,1
11597094:13646847:13657035,16:10:00,16:10:00,100032,2,403,,0,0,0
11597094:13646847:13657035,16:13:00,16:13:00,100076,3,791,,0,0,0
11597094:13646847:13657035,16:14:00,16:14:00,100394,4,1052,,0,0,0
11597094:13646847:13657035,16:15:00,16:15:00,100146,5,1310,,0,0,0
11597094:13646847:13657035,16:17:00,16:17:00,100178,6,1604,,0,0,0
11597094:13646847:13657035,16:18:00,16:18:00,100198,7,1899,,0,0,1
11597094:13646847:13657035,16:19:00,16:19:00,102012,8,2114,,0,0,1
11597094:13646847:13657035,16:21:00,16:21:00,100237,9,2422,,0,0,0
11597094:13646847:13657035,16:22:00,16:22:00,100266,10,2753,,0,0,0
11597094:13646847:13657035,16:23:00,16:23:00,100280,11,2931,,0,0,0
11597094:13646847:13657035,16:24:00,16:24:00,100301,12,3135,,0,0,0
11597094:13646847:13657035,16:24:00,16:24:00,100322,13,3319,,0,0,0
11597094:13646847:13657035,16:25:00,16:25:00,100337,14,3519,,0,0,0
11597094:13646847:13657035,16:26:00,16:26:00,100385,15,3784,,0,0,0
11597094:13646847:13657035,16:27:00,16:27:00,100442,16,4110,,0,0,0
11597094:13646847:13657035,16:28:00,16:28:00,100514,17,4463,,0,0,0
11597094:13646847:13657035,16:29:00,16:29:00,100566,18,4692,,0,0,0
11597094:13646847:13657035,16:30:00,16:30:00,100618,19,4928,,0,0,1
11597094:13646847:13657035,16:31:00,16:31:00,100653,20,5355,,0,0,0
11597094:13646847:13657035,16:32:00,16:32:00,100763,21,6009,,0,0,0
11597094:13646847:13657035,16:33:00,16:33:00,100827,22,6271,,0,0,0
11597094:13646847:13657035,16:33:00,16:33:00,100864,23,6532,,0,0,0
11597094:13646847:13657035,16:34:00,16:34:00,100913,24,6805,,0,0,0
11597094:13646847:13657035,16:34:00,16:34:00,100937,25,7033,,0,0,0
11597094:13646847:13657035,16:35:00,16:35:00,100951,26,7338,,0,0,0
11597094:13646847:13657035,16:35:00,16:35:00,100071,27,7586,,0,0,0
11597094:13646847:13657035,16:38:00,16:38:00,101036,28,8163,,0,0,0
11597094:13646847:13657035,16:40:00,16:40:00,102420,29,8694,,1,0,1
11596489:13646850:14829366,11:48:00,11:48:00,102416,1,0,,0,0,1
11596489:13646850:14829366,11:50:00,11:50:00,101011,2,714,,0,0,0
11596489:13646850:14829366,11:50:00,11:50:00,100991,3,918,,0,0,0
11596489:13646850:14829366,11:51:00,11:51:00,100960,4,1472,,0,0,0
11596489:13646850:14829366,11:52:00,11:52:00,100942,5,1838,,0,0,0
11596489:13646850:14829366,11:53:00,11:53:00,100911,6,2212,,0,0,0
11596489:13646850:14829366,11:53:00,11:53:00,100861,7,2516,,0,0,0
11596489:13646850:14829366,11:54:00,11:54:00,100820,8,2930,,0,0,0
11596489:13646850:14829366,11:55:00,11:55:00,100784,9,3283,,0,0,0
11596489:13646850:14829366,11:55:00,11:55:00,102606,10,3565,,0,0,0
11596489:13646850:14829366,11:56:00,11:56:00,100719,11,3988,,0,0,0
11596489:13646850:14829366,11:56:00,11:56:00,100678,12,4188,,0,0,0
11596489:13646850:14829366,11:57:00,11:57:00,100646,13,4368,,0,0,0
11596489:13646850:14829366,11:58:00,11:58:00,100596,14,4716,,0,0,0
11596489:13646850:14829366,11:58:00,11:58:00,100568,15,4932,,0,0,0
11596489:13646850:14829366,11:58:00,11:58:00,100530,16,5133,,0,0,0
11596489:13646850:14829366,11:59:00,11:59:00,100506,17,5373,,0,0,0
11596489:13646850:14829366,11:59:00,11:59:00,100468,18,5624,,0,0,0
11596489:13646850:14829366,12:00:00,12:00:00,100441,19,5866,,0,0,0
11596489:13646850:14829366,12:01:00,12:01:00,100402,20,6184,,0,0,0
11596489:13646850:14829366,12:01:00,12:01:00,100351,21,6421,,0,0,0
11596489:13646850:14829366,12:03:00,12:03:00,100294,22,6775,,0,0,1
11596489:13646850:14829366,12:04:00,12:04:00,100224,23,7195,,0,0,0
11596489:13646850:14829366,12:05:00,12:05:00,100191,24,7481,,0,0,0
11596489:13646850:14829366,12:06:00,12:06:00,100165,25,7688,,0,0,0
11596489:13646850:14829366,12:08:00,12:08:00,100106,26,8320,,0,0,0
11596489:13646850:14829366,12:09:00,12:09:00,100068,27,8587,,0,0,0
11596489:13646850:14829366,12:11:00,12:11:00,100048,28,8988,,0,0,1
11596489:13646850:14829366,12:12:00,12:12:00,100050,29,9208,,0,0,0
11596489:13646850:14829366,12:13:00,12:13:00,100077,30,9446,,0,0,0
11596489:13646850:14829366,12:15:00,12:15:00,100941,31,10009,,0,0,0
11596489:13646850:14829366,12:16:00,12:16:00,102434,32,10357,,0,0,0
11596489:13646850:14829366,12:18:00,12:18:00,100182,33,10879,,0,0,0
11596489:13646850:14829366,12:19:00,12:19:00,100219,34,11263,,0,0,0
11596489:13646850:14829366,12:20:00,12:20:00,100281,35,11636,,0,0,0
11596489:13646850:14829366,12:21:00,12:21:00,100318,36,11921,,0,0,0
11596489:13646850:14829366,12:22:00,12:22:00,100388,37,12244,,0,0,0
11596489:13646850:14829366,12:23:00,12:23:00,100417,38,12497,,0,0,0
11596489:13646850:14829366,12:23:00,12:23:00,100457,39,12732,,0,0,0
11596489:13646850:14829366,12:24:00,12:24:00,100491,40,12904,,0,0,1
11596489:13646850:14829366,12:25:00,12:25:00,100586,41,13279,,0,0,0
11596489:13646850:14829366,12:26:00,12:26:00,100634,42,13521,,0,0,0
11596489:13646850:14829366,12:26:00,12:26:00,100683,43,13757,,0,0,0
11596489:13646850:14829366,12:27:00,12:27:00,100799,44,14198,,0,0,0
11596489:13646850:14829366,12:28:00,12:28:00,100754,45,14487,,0,0,0
11596489:13646850:14829366,12:29:00,12:29:00,100859,46,14798,,0,0,0
11596489:13646850:14829366,12:29:00,12:29:00,100896,47,14970,,0,0,0
11596489:13646850:14829366,12:30:00,12:30:00,100939,48,15254,,0,0,0
11596489:13646850:14829366,12:32:00,12:32:00,102654,49,15905,,0,0,0
11596489:13646850:14829366,12:33:00,12:33:00,101051,50,16367,,0,0,0
11596489:13646850:14829366,12:34:00,12:34:00,101026,51,16855,,0,0,0
11596489:13646850:14829366,12:34:00,12:34:00,101025,52,17081,,0,0,0
11596489:13646850:14829366,12:35:00,12:35:00,101046,53,17500,,0,0,0
11596489:13646850:14829366,12:35:00,12:35:00,101064,54,17660,,0,0,0
11596489:13646850:14829366,12:36:00,12:36:00,101081,55,18027,,0,0,0
11596489:13646850:14829366,12:38:00,12:38:00,101143,56,18765,,0,0,0
11596489:13646850:14829366,12:39:00,12:39:00,101111,57,19054,,1,1,0
11596489:13646850:14829366,12:40:00,12:40:00,101119,58,19211,,1,0,1
